timestamp,node_id,short_name,long_name,node_latitude,node_longitude,node_altitude,rssi,snr,hw_model,our_latitude,our_longitude,our_altitude
2025-10-24T15:56:46.050331,!a0cb82fc,82fc,Meshtastic 82fc,42.3363,-71.0672,-45,,-15,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050371,!43596b54,6b54,Meshtastic 6b54,,,,,-14,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050409,!a0cb2840,2840,Meshtastic 2840,42.3363,-71.1721,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050449,!ae44547c,MshA,MeshyWeshy-A,42.3352,-71.1578,,,-19,HELTEC_MESH_NODE_T114,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050489,!a2ebd5d8,d5d8,Meshtastic d5d8,42.3886,-71.1119,35,,-16,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050529,!dcaca599,a599,Meshtastic a599,42.3363,-71.1721,37,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050568,!a2eb46d0,46d0,Meshtastic 46d0,,,,,-15,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050606,!75890ad4,0ad4,Meshtastic 0ad4,,,,,-16,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050644,!1c7637fd,37fd,Meshtastic 37fd,,,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050683,!ea1cc684,c684,Meshtastic c684,42.3363,-71.1721,89,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050741,!3524e370,PrHl,ProspectHill,,,,,-19,RAK4631,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050782,!433d4400,4400,Meshtastic 4400,42.3887,-71.0672,15,,-15,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050823,!db52835c,835c,Meshtastic 835c,,,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050861,!5d3f658b,658b,Meshtastic 658b,,,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050899,!18a46a1b,SB01,Southie Aloha,,,,,-18,T_ECHO,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050949,!74214612,4612,Meshtastic 4612,42.3657,-71.1033,25,,-17,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.050990,!fe9f68d1,68d1,Meshtastic 68d1,42.3363,-71.0672,146,,-19,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:46.051028,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3893,-71.2026,110.0
2025-10-24T15:56:46.051068,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3893,-71.2026,110.0
2025-10-24T15:56:59.427878,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-16,HELTEC_V3,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428001,!433e9d30,9d30,Meshtastic 9d30,42.3887,-71.0672,13,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428056,!a2e990b0,90b0,Meshtastic 90b0,,,,,-14,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428100,!a2eb5300,JETw,juliatuttle work,42.3627,-71.0881,40,,-12,STATION_G2,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428144,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,42,,-12,T_DECK,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428186,!433afea4,fea4,Meshtastic fea4,42.3937,-71.0826,4,,-17,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428227,!328ab3af,b3af,Meshtastic b3af,42.4338,-71.0657,,,-15,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428268,!d932f999,f999,Meshtastic f999,,,,,-16,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428307,!27ca3b9c,3b9c,Meshtastic 3b9c,,,,,-15,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428346,!2c262af4,2af4,Meshtastic 2af4,42.3887,-71.1197,12,,-21,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428386,!96b921fc,21fc,Meshtastic 21fc,42.3887,-71.1197,12,,-14,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428426,!43b58b34,8b34,Meshtastic 8b34,,,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428465,!ab89416e,416e,Meshtastic 416e,,,,,-17,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428504,!799d872c,872c,Meshtastic 872c,,,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428542,!a0cb82fc,82fc,Meshtastic 82fc,42.3363,-71.0672,-45,,-15,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428582,!43596b54,6b54,Meshtastic 6b54,,,,,-14,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428620,!a0cb2840,2840,Meshtastic 2840,42.3363,-71.1721,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428660,!ae44547c,MshA,MeshyWeshy-A,42.3352,-71.1578,,,-19,HELTEC_MESH_NODE_T114,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428701,!a2ebd5d8,d5d8,Meshtastic d5d8,42.3886,-71.1119,35,,-16,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428758,!dcaca599,a599,Meshtastic a599,42.3363,-71.1721,37,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428799,!a2eb46d0,46d0,Meshtastic 46d0,,,,,-15,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428838,!75890ad4,0ad4,Meshtastic 0ad4,,,,,-16,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428877,!1c7637fd,37fd,Meshtastic 37fd,,,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428916,!ea1cc684,c684,Meshtastic c684,42.3363,-71.1721,89,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428956,!3524e370,PrHl,ProspectHill,,,,,-19,RAK4631,42.3893,-71.2026,110.0
2025-10-24T15:56:59.428995,!433d4400,4400,Meshtastic 4400,42.3887,-71.0672,15,,-15,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.429035,!db52835c,835c,Meshtastic 835c,,,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.429074,!5d3f658b,658b,Meshtastic 658b,,,,,-18,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.429113,!18a46a1b,SB01,Southie Aloha,,,,,-18,T_ECHO,42.3893,-71.2026,110.0
2025-10-24T15:56:59.429165,!74214612,4612,Meshtastic 4612,42.3657,-71.1033,25,,-17,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.429204,!fe9f68d1,68d1,Meshtastic 68d1,42.3363,-71.0672,146,,-19,UNSET,42.3893,-71.2026,110.0
2025-10-24T15:56:59.429242,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3893,-71.2026,110.0
2025-10-24T15:56:59.429281,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3893,-71.2026,110.0
2025-10-24T15:57:12.834995,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-16,HELTEC_V3,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835121,!433e9d30,9d30,Meshtastic 9d30,42.3887,-71.0672,13,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835174,!a2e990b0,90b0,Meshtastic 90b0,,,,,-14,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835217,!a2eb5300,JETw,juliatuttle work,42.3627,-71.0881,40,,-12,STATION_G2,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835259,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,42,,-12,T_DECK,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835300,!433afea4,fea4,Meshtastic fea4,42.3937,-71.0826,4,,-17,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835339,!328ab3af,b3af,Meshtastic b3af,42.4338,-71.0657,,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835379,!d932f999,f999,Meshtastic f999,,,,,-16,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835418,!27ca3b9c,3b9c,Meshtastic 3b9c,,,,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835456,!2c262af4,2af4,Meshtastic 2af4,42.3887,-71.1197,12,,-21,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835495,!96b921fc,21fc,Meshtastic 21fc,42.3887,-71.1197,12,,-14,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835533,!43b58b34,8b34,Meshtastic 8b34,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835571,!ab89416e,416e,Meshtastic 416e,,,,,-17,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835608,!799d872c,872c,Meshtastic 872c,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835646,!a0cb82fc,82fc,Meshtastic 82fc,42.3363,-71.0672,-45,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835684,!43596b54,6b54,Meshtastic 6b54,,,,,-14,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835746,!a0cb2840,2840,Meshtastic 2840,42.3363,-71.1721,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835788,!ae44547c,MshA,MeshyWeshy-A,42.3352,-71.1578,,,-19,HELTEC_MESH_NODE_T114,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835828,!a2ebd5d8,d5d8,Meshtastic d5d8,42.3886,-71.1119,35,,-16,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835867,!dcaca599,a599,Meshtastic a599,42.3363,-71.1721,37,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835905,!a2eb46d0,46d0,Meshtastic 46d0,,,,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835942,!75890ad4,0ad4,Meshtastic 0ad4,,,,,-16,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.835980,!1c7637fd,37fd,Meshtastic 37fd,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836017,!ea1cc684,c684,Meshtastic c684,42.3363,-71.1721,89,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836055,!3524e370,PrHl,ProspectHill,,,,,-19,RAK4631,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836093,!433d4400,4400,Meshtastic 4400,42.3887,-71.0672,15,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836132,!db52835c,835c,Meshtastic 835c,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836169,!5d3f658b,658b,Meshtastic 658b,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836206,!18a46a1b,SB01,Southie Aloha,,,,,-18,T_ECHO,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836244,!74214612,4612,Meshtastic 4612,42.3657,-71.1033,25,,-17,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836282,!fe9f68d1,68d1,Meshtastic 68d1,42.3363,-71.0672,146,,-19,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836322,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3896,-71.2028,79.0
2025-10-24T15:57:12.836361,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246238,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-16,HELTEC_V3,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246361,!433e9d30,9d30,Meshtastic 9d30,42.3887,-71.0672,13,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246411,!a2e990b0,90b0,Meshtastic 90b0,,,,,-14,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246452,!a2eb5300,JETw,juliatuttle work,42.3627,-71.0881,40,,-12,STATION_G2,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246492,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,42,,-12,T_DECK,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246531,!433afea4,fea4,Meshtastic fea4,42.3937,-71.0826,4,,-17,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246569,!328ab3af,b3af,Meshtastic b3af,42.4338,-71.0657,,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246619,!d932f999,f999,Meshtastic f999,,,,,-16,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246657,!27ca3b9c,3b9c,Meshtastic 3b9c,,,,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246694,!2c262af4,2af4,Meshtastic 2af4,42.3887,-71.1197,12,,-21,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246751,!96b921fc,21fc,Meshtastic 21fc,42.3887,-71.1197,12,,-14,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246790,!43b58b34,8b34,Meshtastic 8b34,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246826,!ab89416e,416e,Meshtastic 416e,,,,,-17,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246863,!799d872c,872c,Meshtastic 872c,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246899,!a0cb82fc,82fc,Meshtastic 82fc,42.3363,-71.0672,-45,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246936,!43596b54,6b54,Meshtastic 6b54,,,,,-14,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.246973,!a0cb2840,2840,Meshtastic 2840,42.3363,-71.1721,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247010,!ae44547c,MshA,MeshyWeshy-A,42.3352,-71.1578,,,-19,HELTEC_MESH_NODE_T114,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247048,!a2ebd5d8,d5d8,Meshtastic d5d8,42.3886,-71.1119,35,,-16,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247086,!dcaca599,a599,Meshtastic a599,42.3363,-71.1721,37,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247123,!a2eb46d0,46d0,Meshtastic 46d0,,,,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247159,!75890ad4,0ad4,Meshtastic 0ad4,,,,,-16,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247196,!1c7637fd,37fd,Meshtastic 37fd,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247232,!ea1cc684,c684,Meshtastic c684,42.3363,-71.1721,89,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247269,!3524e370,PrHl,ProspectHill,,,,,-19,RAK4631,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247318,!433d4400,4400,Meshtastic 4400,42.3887,-71.0672,15,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247354,!db52835c,835c,Meshtastic 835c,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247388,!5d3f658b,658b,Meshtastic 658b,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247423,!18a46a1b,SB01,Southie Aloha,,,,,-18,T_ECHO,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247483,!74214612,4612,Meshtastic 4612,42.3657,-71.1033,25,,-17,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247544,!fe9f68d1,68d1,Meshtastic 68d1,42.3363,-71.0672,146,,-19,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247598,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3896,-71.2028,79.0
2025-10-24T15:57:26.247651,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340023,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-16,HELTEC_V3,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340138,!433e9d30,9d30,Meshtastic 9d30,42.3887,-71.0672,13,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340192,!a2e990b0,90b0,Meshtastic 90b0,,,,,-14,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340237,!a2eb5300,JETw,juliatuttle work,42.3627,-71.0881,40,,-12,STATION_G2,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340281,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,42,,-12,T_DECK,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340322,!433afea4,fea4,Meshtastic fea4,42.3937,-71.0826,4,,-17,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340362,!328ab3af,b3af,Meshtastic b3af,42.4338,-71.0657,,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340416,!d932f999,f999,Meshtastic f999,,,,,-16,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340453,!27ca3b9c,3b9c,Meshtastic 3b9c,,,,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340490,!2c262af4,2af4,Meshtastic 2af4,42.3887,-71.1197,12,,-21,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340528,!96b921fc,21fc,Meshtastic 21fc,42.3887,-71.1197,12,,-14,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340566,!43b58b34,8b34,Meshtastic 8b34,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340603,!ab89416e,416e,Meshtastic 416e,,,,,-17,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340639,!799d872c,872c,Meshtastic 872c,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340685,!a0cb82fc,82fc,Meshtastic 82fc,42.3363,-71.0672,-45,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340734,!43596b54,6b54,Meshtastic 6b54,,,,,-14,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340771,!a0cb2840,2840,Meshtastic 2840,42.3363,-71.1721,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340808,!ae44547c,MshA,MeshyWeshy-A,42.3352,-71.1578,,,-19,HELTEC_MESH_NODE_T114,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340845,!a2ebd5d8,d5d8,Meshtastic d5d8,42.3886,-71.1119,35,,-16,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340882,!dcaca599,a599,Meshtastic a599,42.3363,-71.1721,37,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340919,!a2eb46d0,46d0,Meshtastic 46d0,,,,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340955,!75890ad4,0ad4,Meshtastic 0ad4,,,,,-16,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.340991,!1c7637fd,37fd,Meshtastic 37fd,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341027,!ea1cc684,c684,Meshtastic c684,42.3363,-71.1721,89,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341065,!3524e370,PrHl,ProspectHill,,,,,-19,RAK4631,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341101,!433d4400,4400,Meshtastic 4400,42.3887,-71.0672,15,,-15,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341138,!db52835c,835c,Meshtastic 835c,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341173,!5d3f658b,658b,Meshtastic 658b,,,,,-18,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341209,!18a46a1b,SB01,Southie Aloha,,,,,-18,T_ECHO,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341244,!74214612,4612,Meshtastic 4612,42.3657,-71.1033,25,,-17,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341281,!fe9f68d1,68d1,Meshtastic 68d1,42.3363,-71.0672,146,,-19,UNSET,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341319,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3896,-71.2028,79.0
2025-10-24T15:57:39.341357,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3896,-71.2028,79.0
2025-10-24T15:57:53.018005,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-16,HELTEC_V3,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018143,!433e9d30,9d30,Meshtastic 9d30,42.3887,-71.0672,13,,-18,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018217,!a2e990b0,90b0,Meshtastic 90b0,,,,,-14,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018281,!a2eb5300,JETw,juliatuttle work,42.3627,-71.0881,40,,-12,STATION_G2,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018345,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,42,,-12,T_DECK,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018409,!433afea4,fea4,Meshtastic fea4,42.3937,-71.0826,4,,-17,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018472,!328ab3af,b3af,Meshtastic b3af,42.4338,-71.0657,,,-15,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018535,!d932f999,f999,Meshtastic f999,,,,,-16,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018595,!27ca3b9c,3b9c,Meshtastic 3b9c,,,,,-15,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018655,!2c262af4,2af4,Meshtastic 2af4,42.3887,-71.1197,12,,-21,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018730,!96b921fc,21fc,Meshtastic 21fc,42.3887,-71.1197,12,,-14,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018796,!43b58b34,8b34,Meshtastic 8b34,,,,,-18,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018856,!ab89416e,416e,Meshtastic 416e,,,,,-17,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018916,!799d872c,872c,Meshtastic 872c,,,,,-18,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.018975,!a0cb82fc,82fc,Meshtastic 82fc,42.3363,-71.0672,-45,,-15,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.019038,!43596b54,6b54,Meshtastic 6b54,,,,,-14,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.019098,!a0cb2840,2840,Meshtastic 2840,42.3363,-71.1721,,,-18,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.019160,!ae44547c,MshA,MeshyWeshy-A,42.3352,-71.1578,,,-19,HELTEC_MESH_NODE_T114,42.3896,-71.2028,77.0
2025-10-24T15:57:53.019223,!a2ebd5d8,d5d8,Meshtastic d5d8,42.3886,-71.1119,35,,-16,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.019297,!dcaca599,a599,Meshtastic a599,42.3363,-71.1721,37,,-18,UNSET,42.3896,-71.2028,77.0
2025-10-24T15:57:53.019376,!a2eb46d0,46d0,Meshtastic 46d0,,,,,-15,UNSET,42.3896,-71.2028,77.0
